local_segment,local_segment_label,local_segment_start_datetime,local_segment_end_datetime,phone_locations_doryab_varspeed,phone_locations_doryab_maxlengthstayatclusters,phone_locations_doryab_timeattop1location,phone_locations_doryab_normalizedlocationentropy,phone_locations_doryab_timeattop3location,phone_locations_doryab_locationvariance,phone_locations_doryab_movingtostaticratio,phone_locations_doryab_outlierstimepercent,phone_locations_doryab_avgspeed,phone_locations_doryab_avglengthstayatclusters,phone_locations_doryab_homelabel,phone_locations_doryab_locationentropy,phone_locations_doryab_numberlocationtransitions,phone_locations_doryab_totaldistance,phone_locations_doryab_timeathome,phone_locations_doryab_numberofsignificantplaces,phone_locations_doryab_timeattop2location,phone_locations_doryab_minlengthstayatclusters,phone_locations_doryab_minutesdataused,phone_locations_doryab_radiusgyration,phone_locations_doryab_loglocationvariance,phone_locations_doryab_stdlengthstayatclusters
"hour_00#2023-02-24 00:00:00,2023-02-24 01:00:00",hour_00,2023-02-24 00:00:00,2023-02-24 01:00:00,0.0,60.015383333333325,60.015383333333325,-0.0,0.0,0.0,1.0,0.0,0.0,60.015383333333325,1.0,-0.0,0.0,0.0,60.015383333333325,1.0,0.0,60.015383333333325,60.015383333333325,0.0,,0.0
"hour_00#2023-02-25 00:00:00,2023-02-25 01:00:00",hour_00,2023-02-25 00:00:00,2023-02-25 01:00:00,218.9584127734496,29.010766666666665,29.010766666666665,-0.0,0.0,2.1223157954736296e-07,0.48338884224961215,0.0,4.095120782290366,29.010766666666665,1.0,-0.0,0.0,2116.127500976882,29.010766666666665,1.0,0.0,29.010766666666665,60.015383333333325,0.0,-6.673189993654547,0.0
"hour_00#2023-02-26 00:00:00,2023-02-26 01:00:00",hour_00,2023-02-26 00:00:00,2023-02-26 01:00:00,93.5223302763802,32.01561666666666,32.01561666666666,-0.0,0.0,7.455303087678715e-08,0.5334572831387533,0.0,3.0988197100727333,32.01561666666666,1.0,-0.0,0.0,1446.1012313853114,32.01561666666666,1.0,0.0,32.01561666666666,60.01533333333334,0.0,-7.127534696056629,0.0
"hour_00#2023-02-27 00:00:00,2023-02-27 01:00:00",hour_00,2023-02-27 00:00:00,2023-02-27 01:00:00,93.53714245104501,32.01515,32.01515,-0.0,0.0,7.299953644850008e-08,0.5334490629208122,0.0,3.0683599832136066,32.01515,1.0,-0.0,0.0,1431.9132580107296,32.01515,1.0,0.0,32.01515,60.01538333333333,0.0,-7.136679897667183,0.0
"hour_00#2023-02-28 00:00:00,2023-02-28 01:00:00",hour_00,2023-02-28 00:00:00,2023-02-28 01:00:00,0.0,16.593633333333333,16.593633333333333,-0.0,0.0,3.4796455097155515e-13,1.0,0.0,0.0,16.593633333333333,1.0,-0.0,0.0,0.0,16.593633333333333,1.0,0.0,16.593633333333333,16.593633333333333,0.0,-12.458464997724734,0.0
"hour_01#2023-02-14 01:00:00,2023-02-14 02:00:00",hour_01,2023-02-14 01:00:00,2023-02-14 02:00:00,0.0,60.015316666666656,60.015316666666656,-0.0,0.0,0.0,1.0,0.0,0.0,60.015316666666656,1.0,-0.0,0.0,0.0,60.015316666666656,1.0,0.0,60.015316666666656,60.015316666666656,0.0,,0.0
"hour_01#2023-02-15 01:00:00,2023-02-15 02:00:00",hour_01,2023-02-15 01:00:00,2023-02-15 02:00:00,0.0,60.01531666666666,60.01531666666666,-0.0,0.0,6.696523349107055e-10,1.0,0.0,0.0,60.01531666666666,1.0,-0.0,0.0,0.0,60.01531666666666,1.0,0.0,60.01531666666666,60.01531666666666,0.0,-9.174150612549512,0.0
"hour_01#2023-02-16 01:00:00,2023-02-16 02:00:00",hour_01,2023-02-16 01:00:00,2023-02-16 02:00:00,0.0,60.01539999999999,60.01539999999999,-0.0,0.0,7.678297377305118e-10,1.0,0.0,0.0,60.01539999999999,1.0,-0.0,0.0,0.0,60.01539999999999,1.0,0.0,60.01539999999999,60.01539999999999,0.0,-9.114735071845903,0.0
"hour_01#2023-02-17 01:00:00,2023-02-17 02:00:00",hour_01,2023-02-17 01:00:00,2023-02-17 02:00:00,-0.0,60.01118333333332,60.01118333333332,-0.0,0.0,7.2482437275687e-11,0.9999308510047432,0.0,49.3622329327517,60.01118333333332,1.0,-0.0,0.0,3.414221111181993,60.01118333333332,1.0,0.0,60.01118333333332,60.015333333333324,0.0,-10.139767211611801,0.0
"hour_01#2023-02-18 01:00:00,2023-02-18 02:00:00",hour_01,2023-02-18 01:00:00,2023-02-18 02:00:00,733.6357018762193,28.99968333333333,28.99968333333333,-0.0,0.0,5.135568262581654e-07,0.48320430156498817,0.0,7.475699405693656,28.99968333333333,1.0,-0.0,0.0,3864.398757703046,28.99968333333333,1.0,0.0,28.99968333333333,60.01536666666665,0.0,-6.289411493712496,0.0
"hour_01#2023-02-19 01:00:00,2023-02-19 02:00:00",hour_01,2023-02-19 01:00:00,2023-02-19 02:00:00,0.0,60.01535,60.01535,-0.0,0.0,0.0,1.0,0.0,0.0,60.01535,1.0,-0.0,0.0,0.0,60.01535,1.0,0.0,60.01535,60.01535,0.0,,0.0
"hour_01#2023-02-20 01:00:00,2023-02-20 02:00:00",hour_01,2023-02-20 01:00:00,2023-02-20 02:00:00,0.0,60.01536666666666,60.01536666666666,-0.0,0.0,5.840260072722914e-10,1.0,0.0,0.0,60.01536666666666,1.0,-0.0,0.0,0.0,60.01536666666666,1.0,0.0,60.01536666666666,60.01536666666666,0.0,-9.233567812881851,0.0
"hour_01#2023-02-21 01:00:00,2023-02-21 02:00:00",hour_01,2023-02-21 01:00:00,2023-02-21 02:00:00,862.7557462760692,29.015583333333336,29.015583333333336,-0.0,0.0,6.526638731910062e-07,0.4834685624007374,0.0,8.12952613469154,29.015583333333336,1.0,-0.0,0.0,4200.237103976996,29.015583333333336,1.0,0.0,29.015583333333336,60.01545,0.0,-6.185310426078377,0.0
"hour_01#2023-02-22 01:00:00,2023-02-22 02:00:00",hour_01,2023-02-22 01:00:00,2023-02-22 02:00:00,537.2047311195627,30.0156,30.0156,-0.0,0.0,2.2992397235629127e-07,0.5001320495506567,0.0,4.670703044826121,30.0156,1.0,-0.0,0.0,2335.332061150374,30.0156,1.0,0.0,30.0156,60.01534999999999,0.0,-6.638415745915162,0.0
"hour_01#2023-02-23 01:00:00,2023-02-23 02:00:00",hour_01,2023-02-23 01:00:00,2023-02-23 02:00:00,5.124377740324955,28.0145,28.0145,-0.0,0.0,4.9336371134713e-07,0.46678852427876855,0.0,6.846459188033398,28.0145,1.0,-0.0,0.0,3651.547597172298,28.0145,1.0,0.0,28.0145,60.01539999999999,0.0,-6.306832797572841,0.0
"hour_01#2023-02-24 01:00:00,2023-02-24 02:00:00",hour_01,2023-02-24 01:00:00,2023-02-24 02:00:00,0.0,60.015333333333324,60.015333333333324,-0.0,0.0,0.0,1.0,0.0,0.0,60.015333333333324,1.0,-0.0,0.0,0.0,60.015333333333324,1.0,0.0,60.015333333333324,60.015333333333324,0.0,,0.0
"hour_01#2023-02-25 01:00:00,2023-02-25 02:00:00",hour_01,2023-02-25 01:00:00,2023-02-25 02:00:00,1.7443225399021693,28.015483333333332,28.015483333333332,-0.0,0.0,2.1582796764848785e-07,0.46680490896225524,0.0,4.003195917263477,28.015483333333332,1.0,-0.0,0.0,2135.032262546191,28.015483333333332,1.0,0.0,28.015483333333332,60.0154,0.0,-6.665892278798588,0.0
"hour_01#2023-02-26 01:00:00,2023-02-26 02:00:00",hour_01,2023-02-26 01:00:00,2023-02-26 02:00:00,93.47860797917252,32.016416666666665,32.016416666666665,-0.0,0.0,7.299781706161838e-08,0.5334703167688719,0.0,3.0685009121924396,32.016416666666665,1.0,-0.0,0.0,1431.9133935905086,32.016416666666665,1.0,0.0,32.016416666666665,60.01536666666667,0.0,-7.13669012689692,0.0
"hour_01#2023-02-27 01:00:00,2023-02-27 02:00:00",hour_01,2023-02-27 01:00:00,2023-02-27 02:00:00,93.49702161621207,32.015649999999994,32.015649999999994,-0.0,0.0,7.299808466335728e-08,0.5334579866972846,0.0,3.0684222775155954,32.015649999999994,1.0,-0.0,0.0,1431.9133493835143,32.015649999999994,1.0,0.0,32.015649999999994,60.01531666666667,0.0,-7.136688534825401,0.0
"hour_01#2023-02-28 01:00:00,2023-02-28 02:00:00",hour_01,2023-02-28 01:00:00,2023-02-28 02:00:00,0.0,60.01535,60.01535,-0.0,0.0,2.525056121788762e-28,1.0,0.0,0.0,60.01535,1.0,-0.0,0.0,0.0,60.01535,1.0,0.0,60.01535,60.01535,0.0,-27.597728964827574,0.0
"hour_02#2023-02-14 02:00:00,2023-02-14 03:00:00",hour_02,2023-02-14 02:00:00,2023-02-14 03:00:00,0.0,60.01534999999999,60.01534999999999,-0.0,0.0,0.0,1.0,0.0,0.0,60.01534999999999,1.0,-0.0,0.0,0.0,60.01534999999999,1.0,0.0,60.01534999999999,60.01534999999999,0.0,,0.0
"hour_02#2023-02-15 02:00:00,2023-02-15 03:00:00",hour_02,2023-02-15 02:00:00,2023-02-15 03:00:00,0.0,60.01535,60.01535,-0.0,0.0,0.0,1.0,0.0,0.0,60.01535,1.0,-0.0,0.0,0.0,60.01535,1.0,0.0,60.01535,60.01535,0.0,,0.0
"hour_02#2023-02-16 02:00:00,2023-02-16 03:00:00",hour_02,2023-02-16 02:00:00,2023-02-16 03:00:00,0.0,60.01541666666666,60.01541666666666,-0.0,0.0,5.38871665305455e-13,1.0,0.0,0.0,60.01541666666666,1.0,-0.0,0.0,0.0,60.01541666666666,1.0,0.0,60.01541666666666,60.01541666666666,0.0,-12.268514651670268,0.0
"hour_02#2023-02-17 02:00:00,2023-02-17 03:00:00",hour_02,2023-02-17 02:00:00,2023-02-17 03:00:00,0.0,60.015399999999985,60.015399999999985,-0.0,0.0,0.0,1.0,0.0,0.0,60.015399999999985,1.0,-0.0,0.0,0.0,60.015399999999985,1.0,0.0,60.015399999999985,60.015399999999985,0.0,,0.0
"hour_02#2023-02-18 02:00:00,2023-02-18 03:00:00",hour_02,2023-02-18 02:00:00,2023-02-18 03:00:00,713.4446657096742,28.999583333333334,28.999583333333334,-0.0,0.0,5.157823516993195e-07,0.48320263532506397,0.0,7.489786770470404,28.999583333333334,1.0,-0.0,0.0,3871.6933947629423,28.999583333333334,1.0,0.0,28.999583333333334,60.015366666666665,0.0,-6.287533522009493,0.0
"hour_02#2023-02-19 02:00:00,2023-02-19 03:00:00",hour_02,2023-02-19 02:00:00,2023-02-19 03:00:00,0.0,60.015399999999985,60.015399999999985,-0.0,0.0,2.020044896963517e-28,1.0,0.0,0.0,60.015399999999985,1.0,-0.0,0.0,0.0,60.015399999999985,1.0,0.0,60.015399999999985,60.015399999999985,0.0,-27.694638977936137,0.0
"hour_02#2023-02-20 02:00:00,2023-02-20 03:00:00",hour_02,2023-02-20 02:00:00,2023-02-20 03:00:00,0.0,60.015349999999984,60.015349999999984,-0.0,0.0,1.3917937580752288e-10,1.0,0.0,0.0,60.015349999999984,1.0,-0.0,0.0,0.0,60.015349999999984,1.0,0.0,60.015349999999984,60.015349999999984,0.0,-9.856425115563065,0.0
"hour_02#2023-02-21 02:00:00,2023-02-21 03:00:00",hour_02,2023-02-21 02:00:00,2023-02-21 03:00:00,6.814241188903554,28.015516666666667,28.015516666666667,-0.0,0.0,6.52661981169639e-07,0.4668055940102024,0.0,7.876795267019853,28.015516666666667,1.0,-0.0,0.0,4200.9399717544375,28.015516666666667,1.0,0.0,28.015516666666667,60.01538333333333,0.0,-6.185311685065835,0.0
"hour_02#2023-02-22 02:00:00,2023-02-22 03:00:00",hour_02,2023-02-22 02:00:00,2023-02-22 03:00:00,2.105476339582747,28.01588333333333,28.01588333333333,-0.0,0.0,2.2991826276292928e-07,0.46681157391824973,0.0,4.380247446141555,28.01588333333333,1.0,-0.0,0.0,2336.0966859488467,28.01588333333333,1.0,0.0,28.01588333333333,60.015400000000014,0.0,-6.638426530678725,0.0
"hour_02#2023-02-23 02:00:00,2023-02-23 03:00:00",hour_02,2023-02-23 02:00:00,2023-02-23 03:00:00,1245.633780377891,30.015716666666666,30.015716666666666,-0.0,0.0,4.937841955806547e-07,0.5001339934977747,0.0,7.305240295592583,30.015716666666666,1.0,-0.0,0.0,3652.5755046611534,30.015716666666666,1.0,0.0,30.015716666666666,60.01535,0.0,-6.306462814529549,0.0
"hour_02#2023-02-24 02:00:00,2023-02-24 03:00:00",hour_02,2023-02-24 02:00:00,2023-02-24 03:00:00,0.0,60.01531666666665,60.01531666666665,-0.0,0.0,2.0200448977426726e-28,1.0,0.0,0.0,60.01531666666665,1.0,-0.0,0.0,0.0,60.01531666666665,1.0,0.0,60.01531666666665,60.01531666666665,0.0,-27.694638977768623,0.0
"hour_02#2023-02-25 02:00:00,2023-02-25 03:00:00",hour_02,2023-02-25 02:00:00,2023-02-25 03:00:00,532.5792941423922,30.015666666666664,30.015666666666664,-0.0,0.0,2.122232173934621e-07,0.5001332992679649,0.0,4.231333766913822,30.015666666666664,1.0,-0.0,0.0,2115.6433760470945,30.015666666666664,1.0,0.0,30.015666666666664,60.01533333333332,0.0,-6.673207105664225,0.0
"hour_02#2023-02-26 02:00:00,2023-02-26 03:00:00",hour_02,2023-02-26 02:00:00,2023-02-26 03:00:00,93.60148145352045,32.01584999999999,32.01584999999999,-0.0,0.0,7.299822957217507e-08,0.5334602821607553,0.0,3.068430923935792,32.01584999999999,1.0,-0.0,0.0,1431.9131226219536,32.01584999999999,1.0,0.0,32.01584999999999,60.015433333333334,0.0,-7.136687672706377,0.0
"hour_02#2023-02-27 02:00:00,2023-02-27 03:00:00",hour_02,2023-02-27 02:00:00,2023-02-27 03:00:00,93.4968184247103,32.01561666666666,32.01561666666666,-0.0,0.0,7.299827147114535e-08,0.5334572831387534,0.0,3.0684167981807193,32.01561666666666,1.0,-0.0,0.0,1431.9133494050106,32.01561666666666,1.0,0.0,32.01561666666666,60.015333333333324,0.0,-7.136687423433395,0.0
"hour_02#2023-02-28 02:00:00,2023-02-28 03:00:00",hour_02,2023-02-28 02:00:00,2023-02-28 03:00:00,0.0,60.015366666666665,60.015366666666665,-0.0,0.0,0.0,1.0,0.0,0.0,60.015366666666665,1.0,-0.0,0.0,0.0,60.015366666666665,1.0,0.0,60.015366666666665,60.015366666666665,0.0,,0.0
"hour_03#2023-02-14 03:00:00,2023-02-14 04:00:00",hour_03,2023-02-14 03:00:00,2023-02-14 04:00:00,0.0,60.015316666666656,60.015316666666656,-0.0,0.0,0.0,1.0,0.0,0.0,60.015316666666656,1.0,-0.0,0.0,0.0,60.015316666666656,1.0,0.0,60.015316666666656,60.015316666666656,0.0,,0.0
"hour_03#2023-02-15 03:00:00,2023-02-15 04:00:00",hour_03,2023-02-15 03:00:00,2023-02-15 04:00:00,0.0,60.01546666666664,60.01546666666664,-0.0,0.0,0.0,1.0,0.0,0.0,60.01546666666664,1.0,-0.0,0.0,0.0,60.01546666666664,1.0,0.0,60.01546666666664,60.01546666666664,0.0,,0.0
"hour_03#2023-02-16 03:00:00,2023-02-16 04:00:00",hour_03,2023-02-16 03:00:00,2023-02-16 04:00:00,0.0,60.01543333333332,60.01543333333332,-0.0,0.0,5.050112241629638e-29,1.0,0.0,0.0,60.01543333333332,1.0,-0.0,0.0,0.0,60.01543333333332,1.0,0.0,60.01543333333332,60.01543333333332,0.0,-28.296698969331104,0.0
"hour_03#2023-02-17 03:00:00,2023-02-17 04:00:00",hour_03,2023-02-17 03:00:00,2023-02-17 04:00:00,0.0,60.01539999999999,60.01539999999999,-0.0,0.0,5.050112242408791e-29,1.0,0.0,0.0,60.01539999999999,1.0,-0.0,0.0,0.0,60.01539999999999,1.0,0.0,60.01539999999999,60.01539999999999,0.0,-28.2966989692641,0.0
"hour_03#2023-02-18 03:00:00,2023-02-18 04:00:00",hour_03,2023-02-18 03:00:00,2023-02-18 04:00:00,5.7683662074537825,27.99955,27.99955,-0.0,0.0,5.149986546651675e-07,0.4665394215484691,0.0,7.249192868507322,27.99955,1.0,-0.0,0.0,3868.151191653335,27.99955,1.0,0.0,27.99955,60.015400000000014,0.0,-6.288193905468046,0.0
"hour_03#2023-02-19 03:00:00,2023-02-19 04:00:00",hour_03,2023-02-19 03:00:00,2023-02-19 04:00:00,0.0,60.01536666666665,60.01536666666665,-0.0,0.0,2.020044897275179e-28,1.0,0.0,0.0,60.01536666666665,1.0,-0.0,0.0,0.0,60.01536666666665,1.0,0.0,60.01536666666665,60.01536666666665,0.0,-27.694638977869133,0.0
"hour_03#2023-02-20 03:00:00,2023-02-20 04:00:00",hour_03,2023-02-20 03:00:00,2023-02-20 04:00:00,0.0,60.01531666666665,60.01531666666665,-0.0,0.0,0.0,1.0,0.0,0.0,60.01531666666665,1.0,-0.0,0.0,0.0,60.01531666666665,1.0,0.0,60.01531666666665,60.01531666666665,0.0,,0.0
"hour_03#2023-02-21 03:00:00,2023-02-21 04:00:00",hour_03,2023-02-21 03:00:00,2023-02-21 04:00:00,1765.8100040633663,30.01555,30.01555,-0.0,0.0,6.526523693175529e-07,0.500130938651007,0.0,8.39913087379148,30.01555,1.0,-0.0,0.0,4199.542105976647,30.01555,1.0,0.0,30.01555,60.01538333333334,0.0,-6.185318081033704,0.0
"hour_03#2023-02-22 03:00:00,2023-02-22 04:00:00",hour_03,2023-02-22 03:00:00,2023-02-22 04:00:00,2.107281909632067,28.017816666666665,28.017816666666665,-0.0,0.0,2.2992341348800904e-07,0.46684339893588495,0.0,4.3805052432447456,28.017816666666665,1.0,-0.0,0.0,2336.096676468159,28.017816666666665,1.0,0.0,28.017816666666665,60.015450000000016,0.0,-6.638416801541087,0.0
"hour_03#2023-02-23 03:00:00,2023-02-23 04:00:00",hour_03,2023-02-23 03:00:00,2023-02-23 04:00:00,5.068831770876348,28.015766666666668,28.015766666666668,-0.0,0.0,4.92433897828878e-07,0.46680975960885585,0.0,6.831947852034262,28.015766666666668,1.0,-0.0,0.0,3643.661872529218,28.015766666666668,1.0,0.0,28.015766666666668,60.01538333333333,0.0,-6.307652059044297,0.0
"hour_03#2023-02-24 03:00:00,2023-02-24 04:00:00",hour_03,2023-02-24 03:00:00,2023-02-24 04:00:00,0.0,60.01536666666666,60.01536666666666,-0.0,0.0,0.0,1.0,0.0,0.0,60.01536666666666,1.0,-0.0,0.0,0.0,60.01536666666666,1.0,0.0,60.01536666666666,60.01536666666666,0.0,,0.0
"hour_03#2023-02-25 03:00:00,2023-02-25 04:00:00",hour_03,2023-02-25 03:00:00,2023-02-25 04:00:00,1.7316914249881008,28.01563333333333,28.01563333333333,-0.0,0.0,2.1222137411499625e-07,0.46680753795624064,0.0,3.9684340150034547,28.01563333333333,1.0,-0.0,0.0,2116.481606193447,28.01563333333333,1.0,0.0,28.01563333333333,60.01538333333333,0.0,-6.673210877773387,0.0
"hour_03#2023-02-26 03:00:00,2023-02-26 04:00:00",hour_03,2023-02-26 03:00:00,2023-02-26 04:00:00,93.4748170109289,32.01528333333333,32.01528333333333,-0.0,0.0,7.299868395299785e-08,0.5334511364305382,0.0,3.0683730609255373,32.01528333333333,1.0,-0.0,0.0,1431.913394712869,32.01528333333333,1.0,0.0,32.01528333333333,60.015400000000014,0.0,-7.1366849694289005,0.0
"hour_03#2023-02-27 03:00:00,2023-02-27 04:00:00",hour_03,2023-02-27 03:00:00,2023-02-27 04:00:00,93.56132282892467,32.01631666666667,32.01631666666667,-0.0,0.0,7.299772563728684e-08,0.533468206085936,0.0,3.0684840862409564,32.01631666666667,1.0,-0.0,0.0,1431.913212984486,32.01631666666667,1.0,0.0,32.01631666666667,60.01541666666669,0.0,-7.136690670818768,0.0
"hour_03#2023-02-28 03:00:00,2023-02-28 04:00:00",hour_03,2023-02-28 03:00:00,2023-02-28 04:00:00,0.0,60.015399999999985,60.015399999999985,-0.0,0.0,0.0,1.0,0.0,0.0,60.015399999999985,1.0,-0.0,0.0,0.0,60.015399999999985,1.0,0.0,60.015399999999985,60.015399999999985,0.0,,0.0
"hour_04#2023-02-14 04:00:00,2023-02-14 05:00:00",hour_04,2023-02-14 04:00:00,2023-02-14 05:00:00,0.0,60.015333333333324,60.015333333333324,-0.0,0.0,2.020044897586841e-28,1.0,0.0,0.0,60.015333333333324,1.0,-0.0,0.0,0.0,60.015333333333324,1.0,0.0,60.015333333333324,60.015333333333324,0.0,-27.69463897780213,0.0
"hour_04#2023-02-15 04:00:00,2023-02-15 05:00:00",hour_04,2023-02-15 04:00:00,2023-02-15 05:00:00,0.0,60.01543333333333,60.01543333333333,-0.0,0.0,0.0,1.0,0.0,0.0,60.01543333333333,1.0,-0.0,0.0,0.0,60.01543333333333,1.0,0.0,60.01543333333333,60.01543333333333,0.0,,0.0
"hour_04#2023-02-16 04:00:00,2023-02-16 05:00:00",hour_04,2023-02-16 04:00:00,2023-02-16 05:00:00,0.0,60.01541666666666,60.01541666666666,-0.0,0.0,0.0,1.0,0.0,0.0,60.01541666666666,1.0,-0.0,0.0,0.0,60.01541666666666,1.0,0.0,60.01541666666666,60.01541666666666,0.0,,0.0
"hour_04#2023-02-17 04:00:00,2023-02-17 05:00:00",hour_04,2023-02-17 04:00:00,2023-02-17 05:00:00,0.0,60.01544999999999,60.01544999999999,-0.0,0.0,2.0200448964960246e-28,1.0,0.0,0.0,60.01544999999999,1.0,-0.0,0.0,0.0,60.01544999999999,1.0,0.0,60.01544999999999,60.01544999999999,0.0,-27.694638978036643,0.0
"hour_04#2023-02-18 04:00:00,2023-02-18 05:00:00",hour_04,2023-02-18 04:00:00,2023-02-18 05:00:00,1449.3592532640957,29.999549999999996,29.999549999999996,-0.0,0.0,5.198575020060147e-07,0.49986434033718574,0.0,7.757046799062869,29.999549999999996,1.0,-0.0,0.0,3880.570397992299,29.999549999999996,1.0,0.0,29.999549999999996,60.015383333333325,0.0,-6.284115684391134,0.0
"hour_04#2023-02-19 04:00:00,2023-02-19 05:00:00",hour_04,2023-02-19 04:00:00,2023-02-19 05:00:00,0.0,60.01533333333332,60.01533333333332,-0.0,0.0,0.0,1.0,0.0,0.0,60.01533333333332,1.0,-0.0,0.0,0.0,60.01533333333332,1.0,0.0,60.01533333333332,60.01533333333332,0.0,,0.0
"hour_04#2023-02-20 04:00:00,2023-02-20 05:00:00",hour_04,2023-02-20 04:00:00,2023-02-20 05:00:00,0.0,60.01533333333332,60.01533333333332,-0.0,0.0,1.3970928449539242e-10,1.0,0.0,0.0,60.01533333333332,1.0,-0.0,0.0,0.0,60.01533333333332,1.0,0.0,60.01533333333332,60.01533333333332,0.0,-9.854774731529831,0.0
"hour_04#2023-02-21 04:00:00,2023-02-21 05:00:00",hour_04,2023-02-21 04:00:00,2023-02-21 05:00:00,6.811268386005957,28.015383333333332,28.015383333333332,-0.0,0.0,6.526512402908046e-07,0.4668032427232566,0.0,7.876758355365147,28.015383333333332,1.0,-0.0,0.0,4200.939977516508,28.015383333333332,1.0,0.0,28.015383333333332,60.0154,0.0,-6.18531883232265,0.0
