label,accuracy,provider,device_id,timestamp,double_speed,double_bearing,double_altitude,double_latitude,double_longitude
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676309949559,-1.0,-1.0,168.02457046508792,38.64804635004731,-90.31204957435476
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676310009270,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676310189272,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676310249547,-1.0,-1.0,168.02364730834958,38.648050531003115,-90.31204399264593
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676310369272,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676310549265,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676310549538,-1.0,-1.0,167.9999732971191,38.648044896633294,-90.31202726060695
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676310729265,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676310849549,-1.0,-1.0,167.99965286254886,38.64804097329785,-90.31202560814405
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676310909266,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676311089266,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676311149542,-1.0,-1.0,168.00208282470703,38.648052071275366,-90.31203028910149
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676311269267,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676311449268,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676311449550,-1.0,-1.0,168.0069351196289,38.64802118645919,-90.31202345048372
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676311629268,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676311749544,-1.0,-1.0,168.00868606567386,38.648041859471114,-90.31202614992277
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676311809269,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676311989269,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676312049554,-1.0,-1.0,168.01070785522458,38.64805242274919,-90.31204657407656
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676312169270,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676312349270,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676312349539,-1.0,-1.0,168.0048599243164,38.648061929189225,-90.31202018083559
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676312529245,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676312649519,-1.0,-1.0,168.04259109497067,38.64805444659845,-90.31204940393543
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676312709243,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676312889242,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676312949510,-1.0,-1.0,168.0707969665527,38.64808236646203,-90.31201572992434
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676313069241,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676313249240,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676313249527,-1.0,-1.0,168.11098098754886,38.64804158660016,-90.3120156322283
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676313429239,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676313549520,-1.0,-1.0,168.01961517333984,38.6480581466267,-90.31201643391016
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676313609238,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676313789237,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676313849506,-1.0,-1.0,168.0175819396973,38.64805528901553,-90.31203465693727
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676313969236,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676314149234,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,66,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676314149509,-1.0,-1.0,168.0047340393066,38.64796169497292,-90.311426829712
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676314329169,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,36,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676314449452,-1.0,-1.0,167.52972030639646,38.64843043083676,-90.3112158600228
,28,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676314509165,-1.0,-1.0,167.38740158081058,38.64815597015277,-90.3116958576948
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676314689161,-1.0,-1.0,173.16901016235352,38.648049915586355,-90.30832233481091
,279,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676314749436,-1.0,-1.0,170.4710235595703,38.648189395479676,-90.30818456897155
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676314869156,-1.0,-1.0,173.16901016235352,38.648049915586355,-90.30832233481091
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315049168,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,106,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315049546,-1.0,-1.0,160.9297828674316,38.647131300010656,-90.30548484456331
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315229148,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315349416,-1.0,-1.0,161.2461395263672,38.647122088417774,-90.30549871932516
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315409144,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315589140,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315649407,-1.0,-1.0,161.25684356689453,38.64711162386728,-90.3054814461937
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315769136,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315949131,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676315949408,-1.0,-1.0,159.87880325317386,38.647138861086866,-90.30551963830023
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676316129128,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676316249399,-1.0,-1.0,161.2977523803711,38.647140224024774,-90.30549210934376
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676316309123,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676316489119,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676316549387,-1.0,-1.0,161.4751205444336,38.647130534889435,-90.30545884929016
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676316669115,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676316849111,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676316849386,-1.0,-1.0,161.68894958496094,38.64730259572174,-90.3057195690873
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676317029107,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676317149393,-1.0,-1.0,162.80091476440433,38.647154464004345,-90.30553367402342
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676317209103,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676317389099,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676317449367,-1.0,-1.0,160.88148117065433,38.64711197339685,-90.30547977261897
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676317569094,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676317749317,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676317749585,-1.0,-1.0,161.13465118408203,38.647116408035906,-90.30554495397342
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676317929322,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,36,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676318049596,-1.0,-1.0,161.29112625122067,38.64727982712296,-90.30575766931196
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676318109327,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676318289333,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676318349604,-1.0,-1.0,161.51129150390625,38.64711983607489,-90.30537388468592
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676318469338,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676318649342,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676318649626,-1.0,-1.0,161.51985931396484,38.64711984746474,-90.30544757083416
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676318829347,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676318949621,-1.0,-1.0,161.57879638671875,38.64714646361676,-90.3054442824844
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676319009352,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676319189357,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676319249629,-1.0,-1.0,161.57437896728516,38.647153294464566,-90.30552298202835
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676319369363,-1.0,-1.0,162.14611434936526,38.6472066968025,-90.3055490418727
,1031,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676319549367,-1.0,-1.0,161.724853515625,38.648931946880644,-90.30835861758771
,1031,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676319549636,-1.0,-1.0,161.724853515625,38.64893619239694,-90.3083653772487
,92,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676319729373,-1.0,-1.0,161.24998855590817,38.647659163589786,-90.30633526704568
,96,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676319849646,-1.0,-1.0,173.68518829345703,38.64838979054277,-90.3103103066281
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676319909379,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676320089382,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676320149654,-1.0,-1.0,172.1992530822754,38.64805784148975,-90.31043585653765
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676320269387,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676320449392,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676320449675,-1.0,-1.0,173.28015899658203,38.648060553432884,-90.31037715126413
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676320629398,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676320749671,-1.0,-1.0,172.90432739257812,38.64808052660384,-90.31038014293192
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676320809402,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676320989408,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676321049679,-1.0,-1.0,172.00000762939453,38.647976689722654,-90.31028160569149
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676321169373,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676321349372,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,114,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676321349639,-1.0,-1.0,171.91296768188477,38.647686831192395,-90.31063416519213
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676321529373,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676321649646,-1.0,-1.0,172.08807754516602,38.64807111634006,-90.31043036554014
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676321709376,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676321889379,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676321949649,-1.0,-1.0,174.38626098632812,38.64806834169779,-90.31044265680502
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676322069381,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676322249384,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676322249653,-1.0,-1.0,172.30358505249023,38.64806818307981,-90.31041457751536
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676322429387,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676322549656,-1.0,-1.0,172.30643844604492,38.648064002966784,-90.31039697293949
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676322609390,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676322789393,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676322849679,-1.0,-1.0,172.55416107177734,38.648076638351455,-90.31042437952348
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676322969395,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676323149377,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,78,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676323149681,-1.0,-1.0,172.91765213012695,38.64818186921095,-90.3101957594869
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676323329356,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676323449644,-1.0,-1.0,172.4593505859375,38.64808102800127,-90.31040925787056
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676323509357,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676323689358,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676323749629,-1.0,-1.0,172.46869659423828,38.64805981620768,-90.31044881600019
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676323869359,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324049360,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324049632,-1.0,-1.0,172.4688262939453,38.64806607775087,-90.31044242619257
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324229361,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324349632,-1.0,-1.0,172.46475982666016,38.64806349481726,-90.31044850502606
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324409362,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324589363,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324649650,-1.0,-1.0,172.32330703735352,38.64806918840416,-90.31043259813148
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324769364,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324949364,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676324949648,-1.0,-1.0,172.40436935424805,38.648074341601856,-90.31041183949648
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676325129365,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676325249638,-1.0,-1.0,173.24995803833008,38.64806105078552,-90.31042882136046
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676325309366,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676325489368,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676325549642,-1.0,-1.0,167.50155258178708,38.64813961258525,-90.31151103326069
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676325669368,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676325849369,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676325849650,-1.0,-1.0,167.50125885009766,38.64817047001495,-90.3116302400494
,35,gps,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676326029370,-1.0,-1.0,170.9373779296875,38.64830614157813,-90.30938878928852
,35,fused,c8524dee-8a13-45b9-85f8-9073f7a9177e,1676326149660,-1.0,-1.0,167.65084457397458,38.648101387964225,-90.31143482292809
